X,y
"[171, 393.2651, 157.38422, 17.885979681107116, 0.004662979170081127, 90.8975508010949, 1.7404673829671111, 0, 2, 2, 1, 1, 177, 405.8711, 184.5163, 18.75598078480571, 0.0027881094104725834, 90.5910163340904, 0.043778797011271964, 0, 0, 0, 0, 0, 108, 400.99823, 200.2214, 27.68509201108407, 0.005261636120021951, 84.34927489639884, 3.0978138565785214, 3, 1, 1, 0, 1]",1
"[132, 403.9044, 250.80923, 20.222742960905894, 0.006229624852907623, 90.86947526663728, 0.2898672805796485, 5, 1, 1, 2, 3, 126, 404.05408, 283.3431, 25.793986823620816, 0.001594982463175687, 123.29083477864971, 3.985367978540679, 2, 0, 1, 1, 0, 65, 378.43814, 301.78125, 39.72202903506012, 0.005831089310944448, 129.69498325061198, 0.9868585777284278, 0, 2, 1, 2, 1]",3
"[126, 404.05408, 283.3431, 21.31554989217888, 0.0010164483422205883, 129.59027720138707, 3.1188279501123963, 2, 1, 3, 0, 0, 65, 378.43814, 301.78125, 27.700776742195345, 0.00525255518998935, 136.2032129260968, 0.1203185493001458, 0, 3, 3, 1, 1, 132, 403.9044, 250.80923, 30.799270828243344, 0.005651090731952524, 97.38658629469464, 1.1564073090079305, 5, 2, 3, 1, 3]",0
"[66, 381.06372, 334.63446, 8.426550331627276, 0.0003426415940197547, 110.27468535791563, 0.8079835312683203, 4, 0, 1, 1, 2, 113, 404.36563, 336.12146, 16.9580308162732, 0.003316247535668171, 110.28133204066332, 0.7051295867720118, 1, 1, 0, 0, 0, 190, 381.16843, 317.31323, 23.35405597686147, 0.004225671015206822, 116.81893870378867, 0.6279316675010229, 4, 0, 1, 0, 3]",3
"[67, 380.5539, 458.91745, 3.460822477673603, 0.010751591793603466, 111.56557099915244, 0.3132537439801844, 1, 0, 1, 0, 0, 215, 362.70013, 459.84393, 21.338123908786326, 0.013123170425506592, 113.30371225065974, 1.3562598913986503, 1, 0, 1, 1, 1, 102, 355.7279, 449.1936, 29.825551457285144, 0.004044704164608559, 141.8536450923336, 2.1085639992218588, 1, 2, 1, 1, 1]",3
"[215, 362.70013, 459.84393, 8.224935229048777, 0.015895743692353526, 123.05844839756695, 1.785332762191143, 0, 0, 2, 2, 0, 67, 380.5539, 458.91745, 12.030145799797525, 0.0135241650604504, 122.94615458158724, 2.828338909609609, 2, 0, 0, 1, 1, 102, 355.7279, 449.1936, 20.468852643718414, 0.0012721308977616252, 134.26963227828406, 1.0330286543679343, 2, 2, 2, 2, 0]",3
"[69, 440.374, 119.858376, 11.859751479626533, 0.006895410335342966, 129.47971258043725, 4.641195900097925, 1, 1, 3, 1, 2, 70, 445.94382, 114.94754, 16.536299514416356, 0.007883396239488583, 123.05105149091386, 1.4996032465081317, 2, 1, 2, 0, 1, 97, 443.0184, 128.22075, 18.74178619024099, 0.001581512210343583, 116.63510551715174, 3.486726957441304, 0, 1, 3, 0, 2]",0
"[69, 440.374, 119.858376, 6.347802368921487, 0.004794583506897709, 116.78868399306303, 2.8609345732694407, 1, 2, 3, 2, 2, 97, 443.0184, 128.22075, 10.82799700975388, 0.013271506052584259, 103.66778317137042, 1.7064656306128199, 0, 0, 3, 1, 2, 70, 445.94382, 114.94754, 13.477519378227681, 0.01957339008172926, 110.29051297486431, 0.28065808032035255, 2, 0, 2, 1, 1]",3
"[137, 436.96017, 157.49428, 13.095241428723627, 0.003037751420086332, 148.95334145678618, 3.0352053822338156, 1, 1, 1, 1, 2, 71, 443.6363, 151.94696, 16.70669619150485, 0.0049807305310825, 148.7697693918557, 0.10638727135597748, 0, 1, 2, 2, 1, 97, 443.0184, 128.22075, 25.859420166559623, 0.0030843756180056747, 129.77135567055603, 1.851444462191643, 2, 1, 2, 1, 2]",1
"[72, 450.62805, 191.76208, 19.283848191216926, 0.013564032829770423, 116.7253230610608, 5.693415807711528, 0, 2, 2, 1, 1, 183, 460.31168, 192.10796, 22.82345677663752, 0.006153636318720457, 110.3470444225071, 2.551823154121735, 1, 1, 2, 1, 1, 92, 477.82657, 203.80975, 31.49109299269785, 0.008544872037914597, 106.86643941311057, 0.04001736698562919, 1, 0, 1, 0, 0]",3
"[74, 444.84457, 302.85794, 4.911271315859499, 0.0018818869114918257, 129.7081698109807, 4.349639869640653, 3, 3, 0, 2, 2, 238, 472.99283, 300.68054, 26.183227411866206, 0.00585674151405835, 143.9103877650393, 0.08477023959554542, 5, 1, 1, 2, 1, 80, 471.18912, 281.48044, 29.59479429474522, 0.0371381372090443, 142.6269939620477, 3.367425652464815, 6, 5, 2, 3, 0]",1
"[75, 424.10626, 360.68393, 20.162360521922608, 0.012976402023531508, 129.6579151857341, 4.4398993695467155, 2, 1, 1, 0, 0, 234, 452.52753, 383.48215, 25.98854567304591, 0.009268790799290716, 116.65155885520946, 0.1159572193720062, 0, 0, 1, 1, 0, 210, 446.01337, 350.34918, 35.96291985415033, 0.007278184444800162, 123.29941630280368, 4.829525429537151, 1, 0, 1, 1, 1]",1
"[188, 473.58807, 151.68274, 14.554232113781792, 3.001809956165724e-05, 188.84175507519595, 0.034634251159348706, 3, 1, 3, 0, 1, 71, 443.6363, 151.94696, 16.13661739732186, 0.0061004485512939355, 188.1481783859202, 1.9307161445591277, 5, 1, 1, 2, 1, 150, 463.92017, 126.610016, 22.32157625965504, 0.0018844615390786745, 183.46844354066667, 1.3143140202187946, 4, 2, 1, 1, 0]",0
"[207, 502.3921, 115.02399, 7.353911421584294, 0.04597519712451337, 172.97198484750228, 1.9143933131590498, 5, 2, 1, 2, 2, 203, 506.6125, 108.87312, 14.759313639380675, 0.0016349105232820738, 173.67829596216947, 1.2271993404307433, 6, 2, 0, 2, 2, 150, 463.92017, 126.610016, 35.74205660234598, 0.0020009653210968925, 175.0952237782453, 0.3346812337271031, 0, 1, 3, 1, 1]",3
"[207, 502.3921, 115.02399, 14.02306879912529, 0.043783527039553294, 173.79730303143324, 1.4632465906860468, 3, 0, 1, 3, 1, 203, 506.6125, 108.87312, 19.405123278663826, 0.0005567595616779997, 173.7446389227546, 1.6783460629037463, 4, 0, 0, 3, 1, 85, 502.72958, 165.31165, 37.28019475115745, 0.0034330290365818805, 173.73883795332333, 0.2714588086956105, 5, 0, 0, 4, 1]",3
"[207, 502.3921, 115.02399, 17.338457254873692, 0.04426463276648451, 151.242314754454, 0.011286788198326292, 5, 1, 2, 2, 0, 203, 506.6125, 108.87312, 24.78181033302214, 7.565383474678056e-05, 150.5475443160077, 3.130305865391467, 6, 1, 3, 2, 0, 188, 473.58807, 151.68274, 29.564830052908523, 0.001564042476448979, 178.67481275832182, 0.9581079896283808, 1, 1, 2, 0, 2]",3
"[85, 502.72958, 165.31165, 7.044386806720691, 0.03645103251510229, 175.79828767263845, 0.7080368399859697, 4, 0, 1, 3, 0, 188, 473.58807, 151.68274, 30.817596439403765, 0.035063151681900606, 197.93550657633352, 1.47334746154092, 4, 2, 0, 0, 2, 86, 488.6696, 197.68683, 42.120526343604055, 0.03754435660443245, 175.8234786131444, 0.24347245952471835, 1, 1, 0, 1, 1]",3
"[207, 502.3921, 115.02399, 11.688137878077926, 0.03923875300480667, 151.16067009170098, 5.0559859667488425, 5, 4, 0, 0, 1, 203, 506.6125, 108.87312, 18.442403332559284, 0.005101533596424623, 150.49156060899728, 1.9143933131590498, 6, 4, 1, 0, 1, 150, 463.92017, 126.610016, 28.605393496681653, 0.004735478798609805, 164.50901159013404, 2.80691141986269, 0, 3, 2, 1, 0]",3
"[86, 488.6696, 197.68683, 6.976205348653904, 0.022549762785848193, 157.60314755533287, 0.3297317092785853, 2, 0, 1, 2, 3, 92, 477.82657, 203.80975, 12.826375950685497, 0.02229313098649971, 139.6329414137422, 2.811860944311208, 2, 0, 0, 1, 3, 183, 460.31168, 192.10796, 23.64914649898737, 0.01990189526730557, 131.4162740386595, 0.22002042320384402, 2, 1, 1, 2, 4]",3
"[79, 477.04782, 271.04034, 9.82006141476089, 0.001898183116136487, 145.86485251366207, 0.501069131740804, 6, 3, 1, 0, 4, 80, 471.18912, 281.48044, 11.261799571706243, 0.035150021042761825, 121.66090820555213, 2.640523521848989, 6, 4, 0, 2, 0, 103, 502.81497, 283.15756, 20.910001475639493, 9.54778475484308e-05, 151.1095617946937, 2.4701879812848375, 3, 1, 1, 2, 1]",3
"[122, 328.70874, 425.30756, 13.954114308719499, 0.003675373949218519, 154.41887918221445, 4.600465692710825, 1, 2, 4, 4, 1, 62, 357.1276, 441.16806, 32.058597123272655, 0.0014792763777403684, 183.7664792449585, 1.2021568114610206, 2, 1, 2, 1, 0, 102, 355.7279, 449.1936, 32.28934130731712, 0.0014236455204479914, 177.15877178879677, 4.343749465050814, 1, 1, 1, 2, 1]",2
"[183, 460.31168, 192.10796, 12.038460379785421, 0.0008797857934847442, 129.7173136638543, 0.5897694994680583, 2, 0, 1, 1, 2, 72, 450.62805, 191.76208, 14.268169651891283, 0.018837883355006135, 136.1584471507418, 2.551823154121735, 1, 1, 1, 1, 2, 92, 477.82657, 203.80975, 19.757116182457498, 0.0032710215126788844, 114.20927409477537, 3.1816100205754223, 2, 1, 0, 0, 1]",2
"[61, 354.6236, 398.98022, 3.7523511956415243, 0.017367488725800795, 129.71763192732843, 1.6668446397072125, 3, 0, 1, 1, 3, 99, 365.353, 398.23834, 7.134135921604696, 0.0013332438451096884, 116.74439775111529, 2.98849912344662, 3, 0, 0, 2, 5, 172, 353.20157, 406.79013, 10.186588761558406, 0.012917504493974441, 129.7316468374053, 4.808437293297006, 4, 0, 3, 0, 1]",3
"[148, 504.38925, 416.5999, 20.78287690653822, 0.022003819925999202, 100.49589680947685, 1.9959744057470652, 1, 1, 0, 2, 2, 112, 460.62613, 414.6275, 24.17106571230561, 0.0031771921243407553, 99.67706478964865, 0.40374143273469476, 1, 0, 1, 2, 2, 129, 480.24344, 381.95325, 29.024736279767122, 0.008195812014956338, 99.77450157408266, 0.5176504314763694, 1, 0, 0, 2, 3]",0
"[194, 503.35883, 444.16443, 11.81217340523723, 0.006947016800288863, 112.69041335407255, 0.7005875246190002, 2, 1, 1, 2, 2, 148, 504.38925, 416.5999, 25.160181792219895, 0.022761636261921514, 93.16474318438908, 0.6372054485192843, 0, 0, 0, 0, 0, 91, 503.8423, 462.74258, 26.268585899122755, 0.0051385002647872935, 91.70170005584004, 2.4410051289707932, 2, 0, 1, 1, 2]",0
"[96, 370.95566, 122.62648, 16.5545531166902, 0.00011587069106405723, 97.10662137999068, 0.010009348268570584, 5, 0, 1, 2, 2, 64, 366.7253, 98.96324, 18.344960915665467, 0.05634409766494264, 84.3934234579817, 0.2876551293714311, 4, 1, 0, 2, 3, 201, 368.43994, 143.35742, 31.36314604912534, 0.008277493065148911, 103.88929438964703, 3.1516020018583637, 5, 0, 0, 2, 3]",0
"[42, 239.00877, 358.62177, 13.523957819953562, 0.005274315012342101, 116.85598925351789, 3.389236926221794, 4, 0, 1, 1, 2, 38, 201.55186, 365.9929, 25.152041248050246, 0.005079636072409299, 97.2748070313555, 1.2735794801877547, 1, 1, 2, 1, 1, 110, 203.5596, 351.2149, 26.40964904874544, 0.0037790266010362394, 90.87954735837076, 2.5587040833434025, 2, 1, 1, 0, 0]",3
"[129, 480.24344, 381.95325, 14.815025448572543, 0.004684131422035387, 110.76575880347859, 1.156225881941057, 0, 1, 0, 1, 0, 185, 467.90945, 349.22778, 21.564159234125686, 0.010943100427698749, 112.80552400878246, 1.160163421043797, 1, 1, 3, 1, 0, 234, 452.52753, 383.48215, 22.282847094297487, 0.012821693655929778, 112.8339403552034, 0.41181213553155516, 0, 0, 2, 1, 3]",3
"[216, 123.333046, 276.14236, 12.741946401976419, 0.0002929611811053334, 103.89403879971094, 1.84448933892316, 4, 0, 1, 1, 2, 29, 119.24734, 287.1307, 17.852662819834695, 0.011322892892332903, 116.85485935519223, 1.2971033146666335, 3, 0, 0, 2, 1, 35, 155.51408, 295.42093, 25.351302325217077, 0.002722501348761841, 97.25634715501288, 3.537150223065206, 4, 1, 1, 1, 3]",3
"[157, 235.868, 204.46994, 12.232781116178963, 0.025111284175461213, 149.26040648821407, 3.2427103920766047, 5, 3, 1, 2, 1, 107, 248.19273, 170.168, 24.599295556081586, 0.0005742894750888072, 136.19491105735182, 1.4743998532191092, 3, 1, 2, 0, 0, 162, 222.77359, 212.24146, 24.7872688137183, 0.013084350803491795, 155.65675472183622, 0.10111773848681116, 3, 3, 1, 1, 0]",3
"[16, 45.94973, 447.18784, 7.54614280624693, 0.01735932041465188, 176.6801184612308, 2.1390175745980833, 8, 2, 4, 0, 2, 221, 29.307762, 458.92154, 16.06810315189041, 0.002820549447356102, 217.7504750580172, 3.4684262651338056, 4, 2, 3, 1, 0, 15, 42.687786, 464.94574, 19.62038345532803, 0.0023872333951291402, 190.47290692025408, 0.32683361154401247, 3, 1, 5, 1, 0]",3
"[142, 27.052185, 271.4054, 7.467467587637234, 0.00024171976004683238, 117.93914481471514, 4.663696271075201, 2, 0, 1, 2, 1, 7, 28.55102, 263.86694, 9.134131154405106, 0.009067871822336981, 124.77035720322786, 1.522103617485408, 1, 0, 1, 2, 2, 100, 56.1069, 292.35794, 30.523944001524576, 0.0003532428703463264, 146.71428900460128, 0.07043554522743323, 1, 2, 2, 0, 1]",2
"[143, 416.95102, 15.616456, 10.92194697201852, 0.0021201994075646935, 120.79742357324787, 3.377098829362808, 3, 0, 3, 0, 0, 68, 420.03256, 8.11191, 12.019946714850361, 0.02833149164021065, 122.88917960679717, 0.23550617577301436, 3, 1, 1, 0, 1, 63, 379.82373, 22.839396, 31.33795489648663, 0.00012171180203640608, 88.01711088788824, 4.366119078754752, 0, 0, 2, 0, 2]",0
"[181, 415.69757, 434.27734, 19.719194564071884, 0.0004672712806584878, 125.17867166459055, 2.3829503802974425, 2, 1, 1, 1, 1, 76, 410.88916, 441.37894, 26.090042329413862, 0.0006924019875068632, 128.0878985539168, 0.7586422732923508, 0, 1, 0, 1, 0, 94, 448.90924, 456.89764, 28.21002142868637, 0.0009392012190052035, 98.36365230566606, 0.8094124610264285, 3, 2, 0, 0, 1]",3
"[202, 341.7981, 333.24335, 17.5982907671166, 0.001146621521994351, 142.73080480716573, 2.5571071849455054, 3, 3, 2, 2, 0, 170, 314.9948, 350.63596, 17.772957053607623, 6.485460340627247e-05, 149.0895176346017, 1.5203142843027964, 1, 1, 1, 1, 2, 204, 309.66248, 324.3365, 18.461087315679357, 0.018938083891005986, 136.23498951678616, 2.1700565204389832, 1, 3, 2, 2, 2]",3
"[41, 226.74149, 325.13187, 21.89282898774478, 0.0005515706406242771, 129.68923870866155, 0.6570611436752923, 2, 1, 0, 1, 0, 219, 273.3668, 310.73218, 27.744788227525817, 0.022395882745319395, 97.3558318280513, 3.1629328383344335, 2, 1, 2, 1, 0, 153, 273.47916, 335.60883, 27.8891799953469, 0.004039477700942373, 116.59777993776112, 3.149590572477729, 2, 2, 1, 0, 1]",2
"[121, 128.81026, 352.7649, 3.184481009936847, 0.0011893175831810265, 90.83726264211876, 5.816589028530494, 2, 1, 4, 1, 0, 149, 144.58986, 360.12155, 19.34534677356044, 0.002228307344029401, 103.85447487404181, 5.136001670973608, 1, 1, 4, 2, 0, 224, 108.29207, 341.24908, 22.157761114592113, 0.003618624673010773, 116.85554758820035, 2.104649205086755, 2, 1, 4, 1, 0]",3
"[235, 159.36385, 421.44427, 28.081086857966664, 0.006675656978936351, 88.94913327392044, 2.026272156496063, 5, 2, 1, 0, 2, 117, 193.95335, 460.994, 32.78424991180237, 0.010262511941736108, 104.51205958408514, 1.3348915530144292, 3, 0, 0, 1, 2, 39, 192.01941, 465.39465, 32.90858391756777, 0.017423188255699218, 90.98957925446544, 4.476484206604223, 3, 0, 1, 1, 3]",1
"[232, 336.26797, 63.35902, 28.054901697492685, 0.01028949294919157, 141.60556146426634, 1.2757267620738901, 5, 1, 3, 2, 1, 50, 309.01007, 14.409312, 28.376476459503923, 0.01593859264201114, 131.86175400880603, 0.7366441682676358, 6, 2, 3, 0, 1, 200, 306.11386, 63.916325, 32.95443520502317, 0.013076236116187467, 134.23418915347784, 2.91392574670028, 3, 1, 1, 2, 1]",3
"[178, 206.36174, 282.29047, 15.277818541030271, 0.020047378477639877, 142.6688304702659, 3.2112188232406975, 2, 1, 2, 1, 0, 173, 221.90428, 282.9004, 26.49961850821571, 0.0011853700655871102, 116.58609717332942, 0.06962616965090429, 5, 2, 1, 2, 0, 139, 192.98389, 239.61214, 29.72376576168567, 0.011793866648284634, 142.70777153062033, 0.8741917536981154, 5, 2, 1, 2, 0]",1
"[49, 287.11868, 457.85437, 30.366099976424135, 0.006373298237833336, 59.923364898285186, 2.3830007444885384, 4, 2, 3, 1, 0, 48, 262.50015, 404.40662, 31.104010820039946, 0.008251395815435492, 122.97015851879826, 1.7357444923953034, 1, 2, 1, 2, 2, 131, 251.63676, 431.1399, 31.58519420125794, 0.01641742009356817, 106.98571054252065, 1.0715826716980539, 1, 1, 2, 2, 2]",3
"[16, 45.94973, 447.18784, 16.744444420006413, 0.01343978363573306, 234.50908558858347, 1.00257507899171, 8, 1, 3, 2, 2, 13, 29.154875, 419.39267, 19.77109476598664, 0.00044579828091373397, 217.371237164413, 5.147467473473686, 7, 3, 1, 2, 1, 221, 29.307762, 458.92154, 19.97797852527378, 0.0010989873315627174, 269.11903933001486, 0.32683361154401247, 4, 1, 2, 1, 0]",3
"[168, 499.3952, 69.527145, 14.558221967208384, 0.010095038081169794, 82.23934528899188, 0.8961060168951964, 1, 0, 1, 1, 1, 184, 464.40598, 71.43658, 22.67242570141556, 0.006795481152301386, 101.15285518837561, 0.685268443403795, 1, 1, 0, 1, 1, 156, 476.828, 87.07114, 24.65221757832824, 0.0037682755845593885, 117.99275912901943, 2.456324210185998, 3, 0, 0, 0, 3]",0
"[80, 471.18912, 281.48044, 6.199910604889115, 0.03211628264078009, 144.91645854760333, 0.5010691317408043, 7, 4, 0, 2, 1, 79, 477.04782, 271.04034, 11.41639088469946, 0.0011355552858452467, 152.57383861128292, 3.6426617853305974, 7, 3, 1, 0, 5, 238, 472.99283, 300.68054, 18.731667523512645, 0.0008348869457941444, 145.04309187532746, 3.9532650238011646, 6, 0, 3, 1, 2]",3
"[174, 338.40817, 404.124, 15.976190071527673, 0.0007961671307207818, 142.54786483137713, 3.1253049309280665, 2, 1, 2, 0, 1, 55, 309.8114, 383.08807, 19.643609802378332, 0.0016622454645419116, 155.67063576341332, 1.1942619769511635, 1, 1, 1, 1, 2, 122, 328.70874, 425.30756, 29.711505735580303, 0.005646796759417205, 120.49295738830249, 1.8381570917370111, 0, 0, 3, 1, 2]",3
"[100, 56.1069, 292.35794, 17.0979489379005, 0.004575192751732127, 123.31049027340927, 3.2120281988172263, 0, 1, 3, 1, 1, 142, 27.052185, 271.4054, 26.538511434114493, 0.004463669641432633, 117.9293992273142, 1.5221036174854081, 3, 1, 2, 1, 1, 7, 28.55102, 263.86694, 27.321132022520764, 0.004845921940951181, 133.02693931717872, 1.6194890361043852, 2, 1, 2, 1, 2]",3
"[138, 34.797543, 181.88295, 10.808881963461282, 0.006113925171511603, 84.97626159892144, 3.466512572448932, 3, 1, 0, 1, 3, 134, 45.950283, 165.19357, 19.001089699414493, 0.0038326438582721445, 82.00663404173699, 4.078950292628024, 3, 1, 1, 0, 3, 225, 17.781662, 188.46826, 27.90727143005296, 0.0008670498140057603, 106.57098414173335, 4.835952722215355, 1, 1, 0, 1, 1]",3
"[120, 294.53757, 138.14888, 16.537524068247095, 0.003434045511118311, 149.18938418120575, 0.33286541453353125, 5, 1, 2, 3, 1, 101, 320.28833, 159.6085, 17.933939148676895, 0.013784462851650747, 123.05245150997415, 3.6294667660429027, 7, 1, 5, 2, 1, 58, 322.78546, 168.48138, 25.10563800141364, 0.005134861293351389, 123.09239686506092, 0.48787411245310963, 8, 0, 5, 2, 1]",1
"[214, 181.97955, 297.50424, 9.099910318646998, 0.01005355724854512, 110.3766348039771, 2.4094244082978467, 2, 1, 0, 0, 1, 178, 206.36174, 282.29047, 19.661486488419097, 0.019561730742833017, 123.34794023580537, 0.7516286351937902, 0, 2, 2, 0, 0, 176, 212.45523, 305.95346, 26.811442490575168, 0.0018268516315084748, 103.57796434328685, 0.13970772171687296, 2, 1, 0, 0, 1]",2
"[10, 42.428326, 327.63623, 11.69352765893923, 0.03614865403840062, 140.7013518218884, 5.159455711484542, 7, 2, 1, 2, 2, 21, 57.64036, 334.31808, 23.687637070226103, 0.013179041829938065, 132.94314224820263, 2.0178630578947487, 7, 1, 2, 4, 0, 213, 23.443144, 312.29565, 25.706854239220828, 0.011700116453577214, 124.50953172956375, 2.247239487752585, 6, 1, 2, 1, 2]",3
"[231, 313.4506, 247.92422, 8.447040322226345, 0.0033683431453960244, 90.83995030351862, 0.5704199405104136, 5, 1, 2, 1, 1, 119, 333.80475, 264.93433, 22.589348818652244, 0.008515216090472677, 110.09844944973378, 1.1998441156392032, 5, 1, 3, 0, 1, 111, 327.1692, 236.93921, 24.089338602153116, 0.004686983981332771, 97.34156941534765, 2.57117271307938, 4, 1, 3, 1, 1]",1
"[108, 400.99823, 200.2214, 19.130072286137697, 0.001216524780260464, 77.66177585125723, 0.043778797011271964, 1, 1, 0, 0, 0, 177, 405.8711, 184.5163, 24.613653871939952, 0.00683322075023407, 84.35437370485289, 3.185371450601065, 2, 0, 1, 0, 1, 171, 393.2651, 157.38422, 37.70593242976671, 0.008708090509842614, 84.39542219102152, 1.401125270622682, 2, 2, 1, 1, 0]",0
"[20, 82.245514, 333.45035, 16.52778101144779, 0.0019189802186673766, 129.78745775715194, 1.4483179374410442, 3, 0, 1, 2, 2, 105, 75.3431, 295.7496, 21.878319277060974, 0.011536005939781213, 129.84233469836082, 1.4884964711704538, 1, 1, 1, 0, 1, 180, 102.96024, 332.82343, 27.485524074400736, 0.0011390420214378305, 135.9278866463879, 3.7980101221972284, 3, 2, 1, 0, 2]",3
"[120, 294.53757, 138.14888, 17.50108138595897, 0.0011171324242184588, 161.9049970541423, 2.852668754739467, 4, 1, 3, 0, 0, 160, 304.87125, 121.1573, 26.29116833611535, 0.00026426642799187716, 136.29222158461295, 0.28892389885032654, 5, 2, 5, 2, 0, 220, 265.15198, 106.059204, 27.033819248655433, 0.013714538845542579, 168.7188502666629, 3.6051857345871663, 2, 1, 3, 1, 1]",0
"[219, 273.3668, 310.73218, 11.07108975909334, 0.03396701008772479, 110.26847750939169, 0.13786704871453037, 3, 2, 2, 0, 1, 153, 273.47916, 335.60883, 23.966338991038203, 0.007531649641463023, 129.69732510953898, 0.151209314571235, 1, 1, 1, 1, 2, 204, 309.66248, 324.3365, 27.713850569941005, 0.022403577740105873, 135.98793318693802, 0.05765880240718135, 1, 1, 1, 0, 3]",2
"[95, 163.12524, 152.63026, 21.175754769864085, 0.0019886363877176794, 97.11708505284041, 3.9723974653892595, 3, 3, 1, 0, 1, 187, 163.79106, 153.6786, 22.388889618620876, 0.031794718736559646, 97.12738497388565, 0.8308048117994662, 3, 2, 1, 1, 1, 186, 162.33374, 160.64333, 26.99825457571211, 0.0020552694393276005, 97.1769291529833, 0.058696899772081146, 4, 2, 1, 0, 1]",0
